Date,Open,High,Low,Close,Volume
1559433600,0.42856000000000005,0.44695,0.42735,0.44396,102419845.2
1559520000,0.44396,0.465,0.41700000000000004,0.41731,235501937.2
1559606400,0.41739,0.41934,0.3836,0.39878,220369532.7
1559692800,0.3989,0.40597,0.3871,0.4001,129307000.7
1559779200,0.39997,0.42700000000000005,0.39024000000000003,0.41936999999999997,187115409.8
1559865600,0.41935,0.43003,0.41389,0.41886,121225704.2
1559952000,0.41871,0.42222,0.4021,0.40699,77326412.3
1560038400,0.40699,0.41043,0.37,0.38527,117296911.4
1560124800,0.38528,0.40346,0.37985,0.3999,111675278.5
1560211200,0.39985,0.40195,0.38175,0.39192,75361808.1
1560297600,0.39209,0.402,0.38726,0.40074,80803548.9
1560384000,0.40075,0.40804,0.3942,0.39876,76971683.5
1560470400,0.39871999999999996,0.40364,0.39025,0.40201,70743211.6
1560556800,0.40201,0.41213,0.40052,0.4095,144441080.7
1560643200,0.40949,0.44098000000000004,0.40583,0.42703,179818739.9
1560729600,0.42701000000000006,0.46311,0.42181,0.44705,310680509.3
1560816000,0.44705,0.45498999999999995,0.41963,0.42694,247437564.9
1560902400,0.42696999999999996,0.43851999999999997,0.42368999999999996,0.43406000000000006,95631659.5
1560988800,0.43426000000000003,0.43592,0.4198,0.42995,91377053.5
1561075200,0.42986,0.45,0.42925,0.4425,115252934.3
1561161600,0.44261999999999996,0.5099899999999999,0.43751999999999996,0.47728999999999994,348224018.7
1561248000,0.47713999999999995,0.49298000000000003,0.465,0.47015,162392192.9
1561334400,0.47015,0.47585,0.45,0.47385,116373926.2
1561420800,0.47391000000000005,0.47653999999999996,0.455,0.46808999999999995,156717428.9
1561507200,0.46808999999999995,0.4968,0.45299999999999996,0.46805,287100067.5
1561593600,0.46773000000000003,0.47176,0.3951,0.41048999999999997,300234945.9
1561680000,0.41061000000000003,0.4272,0.40581999999999996,0.4261,139943710.4
1561766400,0.426,0.43,0.40392,0.4262,128452215.5
1561852800,0.42596999999999996,0.42858999999999997,0.3954,0.3962,118288754.1
1561939200,0.39637,0.42298,0.38804,0.40691,135870243.9
1562025600,0.40694,0.41125,0.38386,0.39794,105939905.9
1562112000,0.39787,0.40665999999999997,0.3934,0.40456,78793554.4
1562198400,0.40458,0.4052,0.385,0.38723,71298699.9
1562284800,0.38722,0.38825,0.37325,0.37881,71395559.6
1562371200,0.3787,0.4099,0.37826,0.39031,94972192.3
1562457600,0.39031,0.4007,0.38683,0.39651,65893195.7
1562544000,0.39651,0.40299999999999997,0.39114,0.40073000000000003,68579169.6
1562630400,0.40071999999999997,0.40725,0.38875,0.39361999999999997,84918198.9
1562716800,0.39361,0.39646,0.34502,0.36154000000000003,140899188.0
1562803200,0.36141,0.36285,0.31574,0.32875,168118356.8
1562889600,0.32888,0.34988,0.31968,0.34336,126888778.0
1562976000,0.34336,0.34439000000000003,0.32359,0.33205999999999997,86057978.8
1563062400,0.33214,0.33549,0.2992,0.30366,132780312.2
1563148800,0.30366,0.32376,0.29474,0.31287,160631099.6
1563235200,0.31287,0.32032,0.28600000000000003,0.29543,162767430.3
1563321600,0.29545,0.32365,0.29264,0.31032,159617507.6
1563408000,0.31032,0.327,0.30257,0.32035,129902403.6
1563494400,0.32035,0.32215,0.30959000000000003,0.3188,68682413.2
1563580800,0.3187,0.34094,0.31818,0.33279000000000003,84000903.4
1563667200,0.33269,0.33501,0.32053000000000004,0.33075,64040258.2
1563753600,0.33059,0.33259,0.3157,0.32111,64393272.5
1563840000,0.32135,0.32135,0.30572,0.30891,63905860.1
1563926400,0.30877,0.31905,0.30251,0.31548000000000004,67739907.8
1564012800,0.31547,0.32299999999999995,0.31117,0.31335,54892791.7
1564099200,0.31332,0.32514,0.307,0.32303000000000004,55029583.8
1564185600,0.32303000000000004,0.32621,0.3054,0.30965,64056737.5
1564272000,0.30966,0.31478,0.3,0.31218,42792457.7
1564358400,0.31217,0.31478,0.306,0.31004,39176999.0
1564444800,0.31004,0.32213,0.30665,0.31823,52340164.1
1564531200,0.31811,0.32348000000000005,0.3151,0.31959,48948448.5
1564617600,0.3195,0.3199,0.3114,0.31575,46026847.5
1564704000,0.31554,0.31785,0.30835999999999997,0.31178,43108296.3
1564790400,0.3117,0.31747,0.31090999999999996,0.31596,39924755.2
1564876800,0.31595,0.32298000000000004,0.31181,0.31813,52990179.1
1564963200,0.31823,0.331,0.31798000000000004,0.32242,86161482.0
1565049600,0.32232,0.32421,0.308,0.3116,73359257.9
1565136000,0.3116,0.31688,0.30694,0.31109000000000003,60660819.0
1565222400,0.31093000000000004,0.31204,0.30451999999999996,0.30825,57294619.1
1565308800,0.30823,0.30921,0.2901,0.29649000000000003,57778056.4
1565395200,0.2965,0.30562,0.29236999999999996,0.29918,58253124.0
1565481600,0.29907,0.30605,0.29501,0.30316,36131805.2
1565568000,0.30316,0.30535999999999996,0.298,0.3006,26440605.7
1565654400,0.3006,0.30129,0.29295,0.298,32483448.9
1565740800,0.29795,0.29864,0.243,0.26353000000000004,142518597.1
1565827200,0.26345999999999997,0.2707,0.25875,0.26378,72594115.1
1565913600,0.26392,0.26526,0.25395,0.26047,66289982.6
1566000000,0.26029,0.26953,0.25648000000000004,0.26546,56461024.9
1566086400,0.26535,0.2919,0.26353000000000004,0.2832,87006862.6
1566172800,0.28321,0.29035,0.27558,0.28202,69411983.5
1566259200,0.28195,0.28234000000000004,0.2696,0.27432,49280235.2
1566345600,0.27432,0.27448,0.25871,0.26589,60607962.3
1566432000,0.26589,0.27419,0.26028,0.27039,58263968.5
1566518400,0.27038,0.27815,0.26727,0.27664,45140229.6
1566604800,0.27663000000000004,0.27726,0.2637,0.27137,42809616.8
1566691200,0.27149,0.27602,0.26597,0.26954,45191941.2
1566777600,0.26961,0.27969,0.26704,0.27051,59046898.9
1566864000,0.27051,0.27065,0.26513000000000003,0.26954,34119040.9
1566950400,0.26955,0.26974000000000004,0.24765,0.25629,55448237.7
1567036800,0.25614000000000003,0.26264,0.247,0.25698000000000004,74454641.4
1567123200,0.25711999999999996,0.2576,0.25199,0.25539,46587713.0
1567209600,0.25540999999999997,0.26047,0.25288,0.25747,36321425.5
1567296000,0.25747,0.25891,0.25,0.25593,32881805.2
1567382400,0.25595999999999997,0.26428,0.25295,0.2606,60783394.6
1567468800,0.2606,0.267,0.25751,0.26242,56305107.1
1567555200,0.26252,0.26299,0.25598000000000004,0.25843,49398294.2
1567641600,0.25843,0.25937,0.25337,0.25617,43270120.3
1567728000,0.25616,0.25868,0.24691999999999997,0.2511,63377736.5
1567814400,0.25115,0.26285,0.25009000000000003,0.25993,53971229.0
1567900800,0.25989,0.26591,0.2555,0.26205,65033003.6
1567987200,0.26205,0.26423,0.25634,0.25855,58537945.7
1568073600,0.25869000000000003,0.26371,0.2535,0.25859,61643971.4
1568160000,0.25855,0.26092,0.251,0.25519000000000003,56043242.1
1568246400,0.25515,0.25686,0.25087,0.25406,58547444.6
1568332800,0.25404,0.256,0.25132,0.2552,47599708.2
1568419200,0.25536,0.26550999999999997,0.25389,0.26124,70537163.6
1568505600,0.26125,0.26419000000000004,0.25386,0.26022,51661196.3
1568592000,0.26015,0.263,0.25664000000000003,0.26098000000000005,44531031.7
1568678400,0.26103000000000004,0.2985,0.25944,0.28561,217381018.1
1568764800,0.28553,0.32631,0.28493,0.31344,300972127.9
1568851200,0.31344,0.31345,0.28208,0.30062,277316439.7
1568937600,0.30064,0.30159,0.2835,0.2936,159272561.6
1569024000,0.2936,0.298,0.28625,0.28961,113934352.2
1569110400,0.28964,0.28981999999999997,0.2686,0.27653,117475940.3
1569196800,0.27656,0.28665999999999997,0.26600999999999997,0.26786,154408602.2
1569283200,0.26787,0.27316999999999997,0.21333000000000002,0.23281999999999997,302577184.1
1569369600,0.23281999999999997,0.24953000000000003,0.23131999999999997,0.2457,169757552.3
1569456000,0.24566999999999997,0.25,0.22775,0.2422,125772838.7
1569542400,0.2423,0.248,0.23296,0.24208000000000002,89138447.6
1569628800,0.24209,0.24433000000000002,0.23800000000000002,0.24163,45238244.9
1569715200,0.24165,0.24261,0.23426999999999998,0.24024,43877272.4
1569801600,0.24024,0.26192,0.2354,0.2566,156913857.0
1569888000,0.25659,0.261,0.24441,0.24788000000000002,125393526.7
1569974400,0.24786999999999998,0.25481,0.24420999999999998,0.25246999999999997,97406245.2
1570060800,0.25248000000000004,0.25305,0.24159,0.24674000000000001,71409676.9
1570147200,0.24686999999999998,0.25664000000000003,0.2445,0.25243000000000004,90663663.4
1570233600,0.2525,0.2566,0.24670999999999998,0.25325,82519531.3
1570320000,0.25325,0.25634,0.2506,0.25551999999999997,63421400.1
1570406400,0.25551,0.28114,0.25333,0.27592,210990372.8
1570492800,0.27584000000000003,0.28548,0.27061999999999997,0.2774,121934629.7
1570579200,0.2774,0.28693,0.27358000000000005,0.28081999999999996,105865868.2
1570665600,0.28089000000000003,0.28168000000000004,0.26455,0.27021,80850590.7
1570752000,0.27021,0.27485,0.26431,0.26743,71539111.7
1570838400,0.26741,0.27729000000000004,0.26711999999999997,0.27226,57869923.4
1570924800,0.27232,0.28138,0.27109,0.27726,70808721.8
1571011200,0.27729000000000004,0.29779,0.27641,0.29727,151725088.0
1571097600,0.29722,0.299,0.28300000000000003,0.28859,147821843.4
1571184000,0.28859,0.29219,0.27858,0.28331,109182836.2
1571270400,0.28334000000000004,0.3038,0.27969,0.30167,147918252.3
1571356800,0.30166,0.30207,0.28433,0.29404,133405177.2
