Date,Open,High,Low,Close,Volume
1559433600,8545.1,8814.78,8524.0,8725.98,27835.133264999997
1559520000,8726.0,8800.95,8080.8,8115.82,45692.965104
1559606400,8115.66,8115.66,7481.02,7687.03,74143.948941
1559692800,7687.04,7896.7,7572.78,7776.5,48679.656455000004
1559779200,7778.08,7868.13,7444.58,7786.7,36624.118747
1559865600,7787.57,8100.0,7737.49,7980.53,33942.225657999996
1559952000,7978.94,8044.65,7751.0,7893.62,22657.329634
1560038400,7895.28,7935.0,7506.66,7628.13,31568.465157
1560124800,7627.57,8020.0,7511.0,7982.75,36756.078468
1560211200,7981.0,8010.0,7692.23,7884.9,30334.999427
1560297600,7884.9,8200.0,7788.99,8127.64,41597.082622
1560384000,8127.64,8309.82,8010.03,8218.54,30467.764341000002
1560470400,8216.44,8684.41,8144.32,8650.0,39835.246255
1560556800,8650.88,8864.99,8567.63,8808.7,31791.636038999997
1560643200,8810.77,9333.0,8760.0,8953.33,63289.251219000005
1560729600,8953.0,9444.0,8950.0,9313.96,47895.485374
1560816000,9312.13,9336.36,8950.0,9081.55,51554.569401
1560902400,9081.97,9304.0,8960.0,9255.49,32147.706495
1560988800,9253.76,9590.0,9175.2,9517.12,34556.053982
1561075200,9518.06,10174.99,9518.06,10159.86,50484.415892000005
1561161600,10159.86,11160.0,9921.72,10729.5,104169.447976
1561248000,10729.0,11392.64,10555.18,10906.07,57445.323945000004
1561334400,10905.95,11143.63,10620.8,11056.59,43101.045285
1561420800,11056.59,11850.0,11026.0,11820.86,61276.686648
1561507200,11821.28,13970.0,11741.0,13093.8,155930.147386
1561593600,13098.38,13478.04,10525.1,11329.99,173894.82088900002
1561680000,11329.99,12480.0,10982.88,12400.63,95795.203964
1561766400,12407.06,12441.54,11475.02,11903.13,69642.07415700001
1561852800,11903.13,12180.0,10766.03,10854.1,84512.530443
1561939200,10854.1,11282.28,10030.0,10624.93,90962.26827100001
1562025600,10624.9,10938.75,9727.0,10842.85,109561.038728
1562112000,10844.98,11991.89,10841.04,11940.0,96815.90028999999
1562198400,11940.0,12000.0,11055.0,11145.67,66512.221892
1562284800,11145.67,11406.83,10796.44,10970.73,63534.35058200001
1562371200,10982.41,11665.0,10964.51,11256.49,51469.496331
1562457600,11256.45,11538.0,11094.37,11406.24,38884.795599000005
1562544000,11410.0,12338.03,11220.0,12238.6,52182.367215
1562630400,12238.6,12794.73,12068.0,12543.41,78442.130343
1562716800,12548.51,13147.08,11569.0,12108.37,109246.044997
1562803200,12108.11,12111.73,11000.0,11342.89,87506.461058
1562889600,11342.88,11885.0,11073.0,11757.22,56321.85828099999
1562976000,11757.22,11799.98,10830.0,11355.76,54245.594548
1563062400,11355.78,11452.0,10103.0,10174.18,72517.579236
